time,close,high,low,open,volume,ticker
2023-01-03,49904.44140625,49904.44140625,47908.26478767371,47970.64750742837,2334845,FPT
2023-01-04,49904.44140625,50528.250073909025,49467.78089785497,50403.48834037722,1208029,FPT
2023-01-05,50278.7265625,50840.15250990919,50029.20309565647,50029.20309565647,1540035,FPT
2023-01-06,50091.5859375,50590.62916642641,50029.20321764824,50153.964951374226,1094116,FPT
2023-01-09,50091.5859375,50465.86743270043,49842.062470048026,50216.34767122599,789180,FPT
2023-01-10,50153.96875,50715.39474130017,50029.20700682465,50341.10951177412,6151937,FPT
2023-01-11,50465.87109375,50902.53534048002,50153.968589796816,50153.968589796816,1637828,FPT
2023-01-12,50341.10546875,50840.15240137166,50029.20298885022,50528.249921471885,870698,FPT
2023-01-13,49904.44140625,50653.0081014633,49904.44140625,50216.347593068276,1519352,FPT
2023-01-16,50403.48828125,50528.25001463545,49717.300600618786,49966.82406738969,873740,FPT
2023-01-17,51152.0546875,51152.0546875,50528.24973006351,50653.007756768806,1646802,FPT
2023-01-18,52025.3828125,52025.3828125,51027.292662728345,51214.433407692566,1683455,FPT
2023-01-19,52337.2890625,52524.429820955454,51713.48035768556,51775.86308115588,2313454,FPT
2023-01-27,52399.6640625,53335.37148901416,52399.6640625,52462.04307520996,1833412,FPT
2023-01-30,52212.5234375,52649.18764539822,52212.5234375,52524.42591371623,1391446,FPT
2023-01-31,52087.76171875,52212.52345046296,50964.913545288284,52087.76171875,2622595,FPT
2023-02-01,51152.0546875,52399.66460237299,51027.2929548172,52399.66460237299,1624749,FPT
2023-02-02,51089.67578125,51401.5782832471,50715.39426124459,51214.43752324439,3431092,FPT
2023-02-03,49966.8203125,51152.05113162816,49966.8203125,51152.05113162816,3012698,FPT
2023-02-06,50216.34765625,50902.53163257198,49717.30072149489,49904.44146903929,1544786,FPT
2023-02-07,50341.10546875,51089.67216170497,50216.3474415721,50216.3474415721,1239055,FPT
2023-02-08,50653.01171875,50964.917927842456,50278.73019740352,50403.49193984495,1356010,FPT
2023-02-09,50341.10546875,50902.531414960606,50341.10546875,50528.249921471885,5308612,FPT
2023-02-10,50341.10546875,50653.00794864978,50216.3474415721,50590.62893506083,4063507,FPT
2023-02-13,50341.10546875,50653.00794864978,49904.44125569481,50341.10546875,3210109,FPT
2023-02-14,50403.48828125,50528.25001463545,50029.20308109365,50341.10556156851,1195065,FPT
2023-02-15,50902.53125,51089.6719961379,50091.58554608413,50216.34727883522,7681328,FPT
2023-02-16,50902.53125,51152.0547155022,50341.10530560881,50902.53125,645153,FPT
2023-02-17,50902.53125,50902.53125,50528.24975772422,50653.00778449781,832829,FPT
2023-02-20,51651.09765625,51775.859388314435,50777.769237776476,50902.53096984091,2630960,FPT
2023-02-21,51651.09765625,52212.5235975512,51526.33592418557,51651.09765625,1277533,FPT
2023-02-22,51027.29296875,51463.95718027028,51027.29296875,51339.195447553415,1592658,FPT
2023-02-23,50777.76953125,50964.913983417,50278.72630608551,50964.913983417,15984182,FPT
2023-02-24,50403.48828125,50715.39076172486,50153.9648144791,50590.62902833941,1324529,FPT
2023-02-27,50091.5859375,50216.34767122599,49842.062470048026,49904.44148392225,1650757,FPT
2023-02-28,50216.34765625,50341.10568396125,49592.53898780611,49904.44146903929,1464448,FPT
2023-03-01,50216.34765625,50216.34765625,49093.49575902853,49592.53898780611,2262756,FPT
2023-03-02,49904.44140625,50216.347593068276,49779.68337869572,49904.44140625,2581049,FPT
2023-03-03,48968.73046875,49904.437844489294,48968.73046875,49467.777367259434,1126662,FPT
2023-03-06,48781.59375,49779.68392319419,48719.214735540554,48719.214735540554,1285442,FPT
2023-03-07,49155.875,49842.06268546992,49155.875,49343.0194543866,1370154,FPT
2023-03-08,49592.53515625,49592.53515625,48968.73024197927,48968.73024197927,1635091,FPT
2023-03-09,50278.7265625,50341.10557622212,49405.39813452517,49592.53888166905,1936376,FPT
2023-03-10,49592.53515625,50153.96106148455,49280.632699114634,50029.19933743496,974727,FPT
2023-03-13,49218.2578125,49530.160295759684,48719.21458048002,48719.21458048002,1348253,FPT
2023-03-14,49093.49609375,49343.01956282882,48968.73435921059,49280.63684257033,1060657,FPT
2023-03-15,50216.34765625,50216.34765625,49343.01922640608,49343.01922640608,1977439,FPT
2023-03-16,49405.3984375,49904.44166826988,48906.35520673011,49904.44166826988,1828395,FPT
2023-03-17,49280.640625,49904.4456395983,49031.12084274738,49654.92585734569,653061,FPT
2023-03-20,48407.30859375,49467.781488442386,48407.30859375,49343.01975342107,2154991,FPT
2023-03-21,48719.21875,49093.5002795526,48095.41002411587,49031.12125995313,1459238,FPT
2023-03-22,48968.73046875,49031.113184052316,48407.30456091552,48781.5897347976,1463901,FPT
2023-03-23,48656.83203125,48968.734515605895,48407.30856137426,48906.35550112574,694430,FPT
2023-03-24,49031.11328125,49155.87130014741,48656.82810662595,48843.96884094934,594203,FPT
2023-03-27,49343.01953125,49405.398545491,48968.73432787131,49218.257796790436,1609509,FPT
2023-03-28,49405.3984375,49405.3984375,48344.92925587803,49405.3984375,2450432,FPT
2023-03-29,49280.640625,49467.785094161765,49031.12084274738,49405.402369115225,1293198,FPT
2023-03-30,49343.01953125,49467.781265709564,49155.87507657187,49280.636811031436,1472510,FPT
2023-03-31,49343.01953125,49592.53929419157,49280.636811031436,49343.01953125,2651796,FPT
2023-04-03,50465.87109375,50465.87109375,49343.0228207141,49530.16358189045,1810143,FPT
2023-04-04,50216.34765625,50528.250137483185,49904.44146903929,50465.86741765003,889102,FPT
2023-04-05,50278.7265625,50278.7265625,49717.30061509082,50216.34754877788,641807,FPT
2023-04-06,50091.5859375,50840.15263387838,50091.5859375,50341.10569897444,962577,FPT
2023-04-07,50216.34765625,50341.10568396125,49904.44146903929,50029.203202728066,6567710,FPT
2023-04-10,50091.5859375,50528.25015255219,49966.82420377401,50528.25015255219,1170766,FPT
2023-04-11,50091.5859375,50216.34767122599,49966.82420377401,50029.20321764824,812145,FPT
2023-04-12,50091.5859375,50216.34767122599,49842.062470048026,50091.5859375,970626,FPT
2023-04-13,49654.92578125,50153.9690509683,49467.78501835287,50091.5900319952,852448,FPT
2023-04-14,49654.92578125,49966.82828807116,49467.78501835287,49842.066544147136,855489,FPT
2023-04-17,49654.92578125,49717.3048002231,49280.6405494779,49654.92578125,947687,FPT
2023-04-18,49530.16015625,49904.44165271637,49405.39842210202,49654.92189039797,506296,FPT
2023-04-19,49467.78125,49779.68373306108,49467.78125,49779.68373306108,638461,FPT
2023-04-20,49530.16015625,49779.68362454594,49405.39842210202,49779.68362454594,554205,FPT
2023-04-21,49467.78125,49904.44176150347,49467.78125,49904.44176150347,582797,FPT
2023-04-24,49343.01953125,50278.7269807304,49280.636811031436,49592.53929419157,1208332,FPT
2023-04-25,48906.35546875,49467.78142260997,48843.97274833358,49343.0196877547,1455841,FPT
2023-04-26,48843.9765625,48906.35928778782,48407.31230939673,48719.21852388009,1962991,FPT
2023-04-27,48843.9765625,49155.879071005504,48719.21852388009,48719.21852388009,336111,FPT
2023-04-28,48344.9296875,49155.87540798835,48344.9296875,49155.87540798835,1453957,FPT
2023-05-04,48968.73046875,49093.49219337736,48407.30456091552,48532.06628554288,3686396,FPT
2023-05-05,48906.35546875,49031.11720360528,48781.593733894726,49031.11720360528,485462,FPT
2023-05-08,48968.73046875,49218.25391800472,48906.35145942496,48968.73046875,1236318,FPT
2023-05-09,49218.2578125,49779.683764758454,49031.1170637397,49031.1170637397,921496,FPT
2023-05-10,49280.640625,49654.92585734569,49280.640625,49280.640625,961951,FPT
2023-05-11,49343.01953125,49654.92201441013,49280.636811031436,49343.01953125,761957,FPT
2023-05-12,50216.34765625,50278.72667010562,49155.87477288415,49467.78096009486,1890598,FPT
2023-05-15,50528.25,51027.29322741972,50403.48826665069,50777.7697607211,2128768,FPT
2023-05-16,50840.15234375,50964.91407676401,50403.48813118972,50528.24986420373,2084181,FPT
2023-05-17,50840.15234375,51588.71903585656,50590.62887772198,51089.67210380051,2070213,FPT
2023-05-18,51713.48046875,51775.8631923543,50777.77296848536,51027.29645094703,2357049,FPT
2023-05-19,51651.09765625,51963.000133422334,51027.29270190534,51775.859388314435,3123875,FPT
2023-05-22,51463.9609375,51651.101697249134,51152.05843592552,51651.101697249134,911003,FPT
2023-05-23,51152.0546875,51463.95716621825,50777.7694894516,51463.95716621825,1740031,FPT
2023-05-24,50715.39453125,51214.437795906684,50590.63278859138,51152.05877756627,706140,FPT
2023-05-25,51900.625,52025.38674139049,50528.25325666015,50653.01129207287,2115991,FPT
2023-05-26,51838.23828125,52025.38273190178,51339.19506012603,51838.23828125,2145040,FPT
2023-05-29,51838.23828125,52212.523476576076,51713.47654947464,52087.761744800715,1337759,FPT
2023-05-30,52399.6640625,52961.09000079948,51713.47639280314,51775.85911149056,8307017,FPT
2023-05-31,52462.04296875,52524.42568731083,51838.238019006436,52524.42568731083,1276621,FPT
2023-06-01,52087.76171875,52399.66419504367,51838.238255324075,52399.66419504367,1714481,FPT
2023-06-02,52274.90625,52586.80874888714,51838.24201036245,52087.76549186326,1119210,FPT
2023-06-05,53023.46875,53148.230480777354,52274.902071313314,52337.28478969071,2623963,FPT
2023-06-06,53210.61328125,53210.61328125,52836.33176825022,53210.61328125,781728,FPT
2023-06-07,53023.46875,53272.99221155471,52586.80454526798,53023.46875,1949676,FPT
2023-06-08,52150.14453125,52961.09399348088,52087.76551383736,52836.33225267784,2885219,FPT
2023-06-09,52773.953125,52836.332142282314,52212.527145548236,52586.80866119759,1450304,FPT
2023-06-12,52961.08984375,52961.08984375,52150.14044506052,52711.566381695164,1134116,FPT
2023-06-13,52649.1953125,52961.09783413741,52586.812584585714,52649.1953125,1580340,FPT
2023-06-14,52524.42578125,52898.70726937456,52462.0430625776,52586.80479394494,1229777,FPT
2023-06-15,52462.04296875,52649.18741845504,52150.14049387822,52524.42568731083,1244986,FPT
2023-06-16,52711.5703125,53772.03954634812,52025.38629964531,52462.04683183772,3698005,FPT
2023-06-19,52836.32421875,53335.367400103336,52711.56249691737,52836.32421875,1115104,FPT
2023-06-20,53335.375,53522.51946240424,52836.33174753669,53023.47250396322,2382144,FPT
2023-06-21,53522.515625,53896.79711101819,53272.99216366957,53335.37117601346,4053515,FPT
2023-06-22,53335.375,53959.179992073565,52836.33174753669,53709.660218830766,1550834,FPT
2023-06-23,53085.85546875,53397.7579662086,52898.71100549266,53397.7579662086,2367696,FPT
2023-06-26,53522.515625,53522.515625,52773.94894698617,53085.85142066048,2646021,FPT
2023-06-27,54458.2265625,54458.2265625,53647.277113800206,53647.277113800206,2642975,FPT
2023-06-28,54271.0859375,54770.12918760388,54271.0859375,54520.6057095631,1949455,FPT
2023-06-29,53959.1796875,54333.464904218104,53959.1796875,54271.08588775393,1942307,FPT
2023-06-30,53647.27734375,54021.562561518294,53647.27734375,53959.1798389014,1815163,FPT
2023-07-03,53896.796875,54146.32033523774,53647.27341476226,53959.17588707072,2196370,FPT
2023-07-04,54271.0859375,54271.0859375,53772.038981418424,53896.80072043882,2019872,FPT
